,condition,prob
1470,URL_Q=25_FP,0.99
1471,URL_Q=25_FP,0.85
1472,URL_Q=25_FP,0.85
1473,URL_Q=25_FP,0.85
1474,URL_Q=25_FP,0.95
1475,URL_Q=25_FP,0.95
1476,URL_Q=25_FP,0.95
1477,URL_Q=25_FP,0.99
1478,URL_Q=25_FP,0.95
1479,URL_Q=25_FP,0.95
1480,URL_Q=25_FP,0.95
1481,URL_Q=25_FP,0.85
1482,URL_Q=25_FP,0.85
1483,URL_Q=25_FP,0.95
1484,URL_Q=25_FP,0.95
1485,URL_Q=25_FP,0.95
1486,URL_Q=25_FP,0.95
1487,URL_Q=25_FP,0.95
1488,URL_Q=25_FP,0.99
1489,URL_Q=25_FP,0.05
1490,URL_Q=25_FP,0.95
1491,URL_Q=25_FP,0.85
1492,URL_Q=25_FP,0.95
1493,URL_Q=25_FP,0.95
1494,URL_Q=25_FP,1.0
1495,URL_Q=25_FP,0.95
1496,URL_Q=25_FP,0.85
1497,URL_Q=25_FP,0.95
1498,URL_Q=25_FP,0.95
1499,URL_Q=25_FP,0.95
1500,URL_Q=25_FP,0.95
1501,URL_Q=25_FP,0.95
1502,URL_Q=25_FP,0.05
1503,URL_Q=25_FP,0.95
1504,URL_Q=25_FP,0.95
1505,URL_Q=25_FP,0.95
1506,URL_Q=25_FP,0.95
1507,URL_Q=25_FP,0.1
1508,URL_Q=25_FP,0.95
1509,URL_Q=25_FP,0.95
1510,URL_Q=25_FP,0.95
1511,URL_Q=25_FP,0.95
1512,URL_Q=25_FP,0.95
1513,URL_Q=25_FP,0.95
1514,URL_Q=25_FP,0.1
1515,URL_Q=25_FP,0.95
1516,URL_Q=25_FP,0.99
1517,URL_Q=25_FP,1.0
1518,URL_Q=25_FP,0.95
1519,URL_Q=25_FP,0.99
1520,URL_Q=25_FP,0.95
1521,URL_Q=25_FP,0.95
1522,URL_Q=25_FP,1.0
1523,URL_Q=25_FP,0.95
1524,URL_Q=25_FP,0.95
1525,URL_Q=25_FP,0.85
1526,URL_Q=25_FP,0.85
1527,URL_Q=25_FP,0.85
1528,URL_Q=25_FP,0.05
1529,URL_Q=25_FP,0.95
1530,URL_Q=25_FP,0.95
1531,URL_Q=25_FP,0.85
1532,URL_Q=25_FP,0.85
1533,URL_Q=25_FP,0.95
1534,URL_Q=25_FP,0.95
1535,URL_Q=25_FP,0.05
1536,URL_Q=25_FP,0.85
1537,URL_Q=25_FP,0.9
1538,URL_Q=25_FP,0.2
1539,URL_Q=25_FP,0.85
1540,URL_Q=25_FP,0.1
1541,URL_Q=25_FP,0.95
1542,URL_Q=25_FP,0.9
1543,URL_Q=25_FP,0.95
1544,URL_Q=25_FP,0.95
1545,URL_Q=25_FP,0.85
1546,URL_Q=25_FP,0.95
1547,URL_Q=25_FP,0.9
1548,URL_Q=25_FP,0.85
1549,URL_Q=25_FP,0.85
1550,URL_Q=25_FP,0.85
1551,URL_Q=25_FP,0.85
1552,URL_Q=25_FP,0.85
1553,URL_Q=25_FP,0.85
1554,URL_Q=25_FP,0.9
1555,URL_Q=25_FP,0.05
1556,URL_Q=25_FP,0.85
1557,URL_Q=25_FP,0.85
1558,URL_Q=25_FP,0.85
1559,URL_Q=25_FP,0.85
1560,URL_Q=25_FP,0.85
1561,URL_Q=25_FP,0.9
1562,URL_Q=25_FP,0.95
1563,URL_Q=25_FP,0.05
1564,URL_Q=25_FP,0.95
1565,URL_Q=25_FP,0.85
1566,URL_Q=25_FP,0.85
1567,URL_Q=25_FP,0.1
1568,URL_Q=25_FP,0.7
1569,URL_Q=25_FP,0.95
1570,URL_Q=25_FP,0.95
1571,URL_Q=25_FP,0.85
1572,URL_Q=25_FP,0.85
1573,URL_Q=25_FP,0.1
1574,URL_Q=25_FP,0.95
1575,URL_Q=25_FP,0.95
1576,URL_Q=25_FP,0.95
1577,URL_Q=25_FP,0.85
1578,URL_Q=25_FP,0.95
1579,URL_Q=25_FP,0.95
1580,URL_Q=25_FP,0.95
1581,URL_Q=25_FP,0.95
1582,URL_Q=25_FP,0.85
1583,URL_Q=25_FP,0.85
1584,URL_Q=25_FP,0.95
1585,URL_Q=25_FP,0.85
1586,URL_Q=25_FP,0.85
1587,URL_Q=25_FP,0.95
1588,URL_Q=25_FP,0.85
1589,URL_Q=25_FP,0.1
1590,URL_Q=25_FP,0.95
1591,URL_Q=25_FP,0.95
1592,URL_Q=25_FP,0.95
1593,URL_Q=25_FP,0.1
1594,URL_Q=25_FP,0.95
1595,URL_Q=25_FP,0.05
1596,URL_Q=25_FP,0.05
1597,URL_Q=25_FP,0.1
1598,URL_Q=25_FP,0.9
1599,URL_Q=25_FP,0.85
1600,URL_Q=25_FP,0.85
1601,URL_Q=25_FP,0.95
1602,URL_Q=25_FP,0.99
1603,URL_Q=25_FP,0.95
1604,URL_Q=25_FP,1.0
1605,URL_Q=25_FP,0.95
1606,URL_Q=25_FP,0.95
1607,URL_Q=25_FP,0.9
1608,URL_Q=25_FP,0.95
1609,URL_Q=25_FP,0.95
1610,URL_Q=25_FP,0.85
1611,URL_Q=25_FP,0.85
1612,URL_Q=25_FP,0.95
1613,URL_Q=25_FP,1.0
1614,URL_Q=25_FP,0.85
1615,URL_Q=25_FP,0.95
1616,URL_Q=25_FP,0.99
1617,URL_Q=25_FP,0.9
1618,URL_Q=25_FP,0.95
1619,URL_Q=25_FP,0.85
1620,URL_Q=25_FP,0.85
1621,URL_Q=25_FP,0.85
1622,URL_Q=25_FP,0.95
1623,URL_Q=25_FP,0.1
1624,URL_Q=25_FP,0.85
1625,URL_Q=25_FP,0.85
1626,URL_Q=25_FP,0.95
1627,URL_Q=25_FP,0.95
1628,URL_Q=25_FP,0.85
1629,URL_Q=25_FP,0.95
1630,URL_Q=25_FP,0.95
1631,URL_Q=25_FP,0.95
1632,URL_Q=25_FP,0.95
1633,URL_Q=25_FP,0.95
1634,URL_Q=25_FP,0.05
1635,URL_Q=25_FP,0.99
1636,URL_Q=25_FP,0.85
1637,URL_Q=25_FP,0.1
1638,URL_Q=25_FP,0.95
1639,URL_Q=25_FP,0.95
1640,URL_Q=25_FP,0.85
1641,URL_Q=25_FP,0.85
1642,URL_Q=25_FP,0.85
1643,URL_Q=25_FP,0.85
1644,URL_Q=25_FP,0.85
1645,URL_Q=25_FP,0.95
1646,URL_Q=25_FP,0.95
1647,URL_Q=25_FP,0.2
1648,URL_Q=25_FP,0.85
1649,URL_Q=25_FP,0.95
1650,URL_Q=25_FP,0.05
1651,URL_Q=25_FP,0.85
1652,URL_Q=25_FP,0.85
1653,URL_Q=25_FP,0.85
1654,URL_Q=25_FP,0.95
1655,URL_Q=25_FP,0.85
1656,URL_Q=25_FP,0.95
1657,URL_Q=25_FP,0.95
1658,URL_Q=25_FP,0.9
1659,URL_Q=25_FP,0.85
1660,URL_Q=25_FP,0.85
1661,URL_Q=25_FP,0.9
1662,URL_Q=25_FP,0.05
1663,URL_Q=25_FP,0.95
1664,URL_Q=25_FP,0.85
1665,URL_Q=25_FP,0.85
1666,URL_Q=25_FP,0.95
1667,URL_Q=25_FP,0.95
1668,URL_Q=25_FP,0.85
1669,URL_Q=25_FP,0.85
1670,URL_Q=25_FP,0.95
1671,URL_Q=25_FP,0.1
1672,URL_Q=25_FP,0.9
1673,URL_Q=25_FP,0.85
1674,URL_Q=25_FP,1.0
1675,URL_Q=25_FP,0.95
1676,URL_Q=25_FP,0.95
1677,URL_Q=25_FP,0.95
1678,URL_Q=25_FP,0.95
1679,URL_Q=25_FP,0.95
1680,URL_Q=25_FP,0.95
1681,URL_Q=25_FP,0.95
1682,URL_Q=25_FP,0.95
1683,URL_Q=25_FP,0.95
1684,URL_Q=25_FP,0.95
1685,URL_Q=25_FP,0.95
1686,URL_Q=25_FP,0.95
1687,URL_Q=25_FP,0.95
1688,URL_Q=25_FP,0.95
1689,URL_Q=25_FP,0.95
1690,URL_Q=25_FP,0.95
1691,URL_Q=25_FP,0.95
1692,URL_Q=25_FP,0.95
1693,URL_Q=25_FP,0.95
1694,URL_Q=25_FP,0.95
1695,URL_Q=25_FP,0.95
1696,URL_Q=25_FP,0.95
1697,URL_Q=25_FP,0.95
1698,URL_Q=25_FP,0.95
1699,URL_Q=25_FP,0.95
1700,URL_Q=25_FP,0.95
1701,URL_Q=25_FP,0.95
1702,URL_Q=25_FP,0.95
1703,URL_Q=25_FP,0.95
1704,URL_Q=25_FP,0.95
1705,URL_Q=25_FP,0.95
1706,URL_Q=25_FP,0.95
1707,URL_Q=25_FP,0.95
1708,URL_Q=25_FP,0.95
1709,URL_Q=25_FP,0.95
1710,URL_Q=25_FP,0.95
1711,URL_Q=25_FP,0.95
1712,URL_Q=25_FP,0.95
1713,URL_Q=25_FP,0.95
1714,URL_Q=25_FP,0.95
1715,URL_Q=25_FP,0.95
1716,URL_Q=25_FP,0.95
1717,URL_Q=25_FP,0.95
1718,URL_Q=25_FP,0.95
1719,URL_Q=25_FP,0.95
1720,URL_Q=25_FP,0.95
1721,URL_Q=25_FP,0.95
1722,URL_Q=25_FP,0.95
1723,URL_Q=25_FP,0.95
1724,URL_Q=25_FP,0.95
1725,URL_Q=25_FP,0.95
1726,URL_Q=25_FP,0.85
1727,URL_Q=25_FP,0.85
1728,URL_Q=25_FP,0.95
1729,URL_Q=25_FP,0.85
1730,URL_Q=25_FP,0.85
1731,URL_Q=25_FP,0.95
1732,URL_Q=25_FP,0.85
1733,URL_Q=25_FP,0.95
1734,URL_Q=25_FP,0.95
1735,URL_Q=25_FP,0.95
1736,URL_Q=25_FP,0.85
1737,URL_Q=25_FP,0.95
1738,URL_Q=25_FP,0.05
1739,URL_Q=25_FP,0.85
1740,URL_Q=25_FP,0.05
1741,URL_Q=25_FP,0.05
1742,URL_Q=25_FP,0.1
1743,URL_Q=25_FP,0.85
1744,URL_Q=25_FP,0.95
1745,URL_Q=25_FP,0.95
1746,URL_Q=25_FP,0.99
1747,URL_Q=25_FP,0.85
1748,URL_Q=25_FP,0.95
1749,URL_Q=25_FP,0.99
1750,URL_Q=25_FP,0.99
1751,URL_Q=25_FP,0.95
1752,URL_Q=25_FP,0.95
1753,URL_Q=25_FP,0.95
1754,URL_Q=25_FP,1.0
1755,URL_Q=25_FP,0.99
1756,URL_Q=25_FP,0.85
1757,URL_Q=25_FP,0.1
1758,URL_Q=25_FP,0.95
1759,URL_Q=25_FP,0.95
1760,URL_Q=25_FP,0.99
1761,URL_Q=25_FP,0.9
1762,URL_Q=25_FP,0.95
1763,URL_Q=25_FP,0.85
1764,URL_Q=25_FP,0.95
1765,URL_Q=25_FP,0.95
1766,URL_Q=25_FP,0.85
1767,URL_Q=25_FP,0.95
1768,URL_Q=25_FP,0.95
1769,URL_Q=25_FP,0.1
1770,URL_Q=25_FP,0.95
1771,URL_Q=25_FP,0.95
1772,URL_Q=25_FP,0.1
1773,URL_Q=25_FP,0.95
1774,URL_Q=25_FP,0.85
1775,URL_Q=25_FP,0.85
1776,URL_Q=25_FP,0.85
1777,URL_Q=25_FP,0.95
1778,URL_Q=25_FP,0.95
1779,URL_Q=25_FP,0.9
1780,URL_Q=25_FP,0.95
1781,URL_Q=25_FP,0.95
1782,URL_Q=25_FP,0.99
1783,URL_Q=25_FP,0.95
1784,URL_Q=25_FP,0.95
1785,URL_Q=25_FP,0.1
1786,URL_Q=25_FP,0.1
1787,URL_Q=25_FP,0.1
1788,URL_Q=25_FP,0.85
1789,URL_Q=25_FP,0.95
1790,URL_Q=25_FP,0.85
1791,URL_Q=25_FP,0.85
1792,URL_Q=25_FP,0.99
1793,URL_Q=25_FP,0.95
1794,URL_Q=25_FP,0.95
1795,URL_Q=25_FP,0.99
1796,URL_Q=25_FP,0.85
1797,URL_Q=25_FP,0.85
1798,URL_Q=25_FP,0.85
1799,URL_Q=25_FP,0.2
1800,URL_Q=25_FP,0.85
1801,URL_Q=25_FP,0.95
1802,URL_Q=25_FP,0.95
1803,URL_Q=25_FP,0.1
1804,URL_Q=25_FP,0.95
1805,URL_Q=25_FP,0.95
1806,URL_Q=25_FP,0.85
1807,URL_Q=25_FP,0.85
1808,URL_Q=25_FP,0.95
1809,URL_Q=25_FP,0.95
1810,URL_Q=25_FP,0.95
1811,URL_Q=25_FP,0.95
1812,URL_Q=25_FP,0.95
1813,URL_Q=25_FP,0.99
1814,URL_Q=25_FP,0.85
1815,URL_Q=25_FP,0.85
1816,URL_Q=25_FP,0.95
1817,URL_Q=25_FP,0.99
1818,URL_Q=25_FP,0.95
1819,URL_Q=25_FP,0.05
1820,URL_Q=25_FP,0.85
1821,URL_Q=25_FP,0.85
1822,URL_Q=25_FP,0.95
1823,URL_Q=25_FP,0.95
1824,URL_Q=25_FP,0.95
1825,URL_Q=25_FP,0.95
1826,URL_Q=25_FP,0.99
1827,URL_Q=25_FP,0.85
1828,URL_Q=25_FP,0.95
1829,URL_Q=25_FP,0.85
1830,URL_Q=25_FP,0.99
1831,URL_Q=25_FP,1.0
1832,URL_Q=25_FP,0.95
1833,URL_Q=25_FP,0.95
1834,URL_Q=25_FP,0.9
1835,URL_Q=25_FP,0.95
1836,URL_Q=25_FP,0.95
1837,URL_Q=25_FP,0.05
1838,URL_Q=25_FP,0.99
1839,URL_Q=25_FP,0.1
1840,URL_Q=25_FP,0.85
1841,URL_Q=25_FP,0.85
1842,URL_Q=25_FP,0.1
1843,URL_Q=25_FP,0.1
1844,URL_Q=25_FP,0.85
1845,URL_Q=25_FP,0.85
1846,URL_Q=25_FP,0.95
1847,URL_Q=25_FP,0.99
1848,URL_Q=25_FP,0.95
1849,URL_Q=25_FP,0.95
1850,URL_Q=25_FP,0.95
1851,URL_Q=25_FP,0.95
1852,URL_Q=25_FP,0.95
1853,URL_Q=25_FP,0.95
1854,URL_Q=25_FP,0.05
1855,URL_Q=25_FP,0.95
1856,URL_Q=25_FP,0.95
1857,URL_Q=25_FP,0.1
1858,URL_Q=25_FP,0.95
1859,URL_Q=25_FP,0.95
1860,URL_Q=25_FP,0.95
1861,URL_Q=25_FP,0.95
1862,URL_Q=25_FP,0.99
1863,URL_Q=25_FP,0.99
1864,URL_Q=25_FP,0.95
1865,URL_Q=25_FP,0.95
1866,URL_Q=25_FP,0.95
1867,URL_Q=25_FP,0.95
1868,URL_Q=25_FP,0.95
1869,URL_Q=25_FP,0.95
1870,URL_Q=25_FP,0.99
1871,URL_Q=25_FP,0.95
1872,URL_Q=25_FP,0.95
1873,URL_Q=25_FP,0.95
1874,URL_Q=25_FP,0.9
1875,URL_Q=25_FP,0.95
1876,URL_Q=25_FP,0.95
1877,URL_Q=25_FP,0.95
1878,URL_Q=25_FP,0.95
1879,URL_Q=25_FP,0.1
1880,URL_Q=25_FP,0.85
1881,URL_Q=25_FP,0.1
1882,URL_Q=25_FP,0.85
1883,URL_Q=25_FP,0.85
1884,URL_Q=25_FP,0.95
1885,URL_Q=25_FP,0.95
1886,URL_Q=25_FP,0.85
1887,URL_Q=25_FP,0.99
1888,URL_Q=25_FP,0.95
1889,URL_Q=25_FP,1.0
1890,URL_Q=25_FP,0.95
1891,URL_Q=25_FP,0.95
1892,URL_Q=25_FP,0.99
1893,URL_Q=25_FP,0.85
1894,URL_Q=25_FP,0.85
1895,URL_Q=25_FP,0.95
1896,URL_Q=25_FP,0.95
1897,URL_Q=25_FP,0.95
1898,URL_Q=25_FP,0.95
1899,URL_Q=25_FP,0.95
1900,URL_Q=25_FP,0.05
1901,URL_Q=25_FP,1.0
1902,URL_Q=25_FP,0.99
1903,URL_Q=25_FP,0.99
1904,URL_Q=25_FP,0.9
1905,URL_Q=25_FP,0.95
1906,URL_Q=25_FP,0.85
1907,URL_Q=25_FP,0.85
1908,URL_Q=25_FP,0.05
1909,URL_Q=25_FP,0.99
1910,URL_Q=25_FP,0.1
1911,URL_Q=25_FP,0.95
1912,URL_Q=25_FP,1.0
1913,URL_Q=25_FP,0.95
1914,URL_Q=25_FP,0.95
1915,URL_Q=25_FP,0.95
1916,URL_Q=25_FP,0.99
1917,URL_Q=25_FP,0.95
1918,URL_Q=25_FP,0.95
1919,URL_Q=25_FP,0.9
1920,URL_Q=25_FP,0.05
1921,URL_Q=25_FP,0.85
1922,URL_Q=25_FP,0.1
1923,URL_Q=25_FP,0.85
1924,URL_Q=25_FP,0.85
1925,URL_Q=25_FP,0.85
1926,URL_Q=25_FP,0.85
1927,URL_Q=25_FP,0.05
1928,URL_Q=25_FP,0.85
1929,URL_Q=25_FP,0.2
1930,URL_Q=25_FP,0.95
1931,URL_Q=25_FP,0.95
1932,URL_Q=25_FP,0.85
1933,URL_Q=25_FP,0.85
1934,URL_Q=25_FP,0.9
1935,URL_Q=25_FP,0.75
1936,URL_Q=25_FP,0.85
1937,URL_Q=25_FP,0.85
1938,URL_Q=25_FP,0.2
1939,URL_Q=25_FP,0.85
1940,URL_Q=25_FP,0.1
1941,URL_Q=25_FP,0.85
1942,URL_Q=25_FP,0.1
1943,URL_Q=25_FP,0.95
1944,URL_Q=25_FP,0.95
1945,URL_Q=25_FP,0.95
1946,URL_Q=25_FP,0.95
1947,URL_Q=25_FP,0.95
1948,URL_Q=25_FP,0.9
1949,URL_Q=25_FP,0.85
1950,URL_Q=25_FP,0.85
1951,URL_Q=25_FP,0.95
1952,URL_Q=25_FP,0.9
1953,URL_Q=25_FP,0.85
1954,URL_Q=25_FP,0.85
1955,URL_Q=25_FP,0.1
1956,URL_Q=25_FP,0.95
1957,URL_Q=25_FP,0.85
1958,URL_Q=25_FP,0.85
1959,URL_Q=25_FP,0.95
1960,URL_Q=25_FP,0.95
1961,URL_Q=25_FP,0.85
1962,URL_Q=25_FP,0.05
1963,URL_Q=25_FP,0.95
1964,URL_Q=25_FP,0.99
1965,URL_Q=25_FP,0.95
1966,URL_Q=25_FP,0.99
1967,URL_Q=25_FP,0.99
1968,URL_Q=25_FP,0.85
1969,URL_Q=25_FP,0.85
1970,URL_Q=25_FP,0.1
1971,URL_Q=25_FP,0.7
1972,URL_Q=25_FP,0.85
1973,URL_Q=25_FP,0.85
1974,URL_Q=25_FP,1.0
1975,URL_Q=25_FP,0.95
1976,URL_Q=25_FP,0.95
1977,URL_Q=25_FP,0.95
1978,URL_Q=25_FP,0.95
1979,URL_Q=25_FP,0.95
1980,URL_Q=25_FP,0.95
1981,URL_Q=25_FP,0.95
1982,URL_Q=25_FP,0.95
1983,URL_Q=25_FP,0.95
1984,URL_Q=25_FP,0.95
1985,URL_Q=25_FP,0.95
1986,URL_Q=25_FP,0.95
1987,URL_Q=25_FP,0.95
1988,URL_Q=25_FP,0.95
1989,URL_Q=25_FP,0.95
1990,URL_Q=25_FP,0.95
1991,URL_Q=25_FP,0.95
1992,URL_Q=25_FP,0.95
1993,URL_Q=25_FP,0.95
1994,URL_Q=25_FP,0.95
1995,URL_Q=25_FP,0.95
1996,URL_Q=25_FP,0.95
1997,URL_Q=25_FP,0.95
1998,URL_Q=25_FP,0.95
1999,URL_Q=25_FP,0.95
2000,URL_Q=25_FP,0.95
2001,URL_Q=25_FP,0.85
2002,URL_Q=25_FP,0.95
2003,URL_Q=25_FP,0.85
2004,URL_Q=25_FP,0.95
2005,URL_Q=25_FP,0.85
2006,URL_Q=25_FP,0.95
2007,URL_Q=25_FP,0.95
2008,URL_Q=25_FP,0.85
2009,URL_Q=25_FP,0.85
2010,URL_Q=25_FP,0.95
2011,URL_Q=25_FP,0.95
2012,URL_Q=25_FP,0.95
2013,URL_Q=25_FP,0.95
2014,URL_Q=25_FP,0.95
2015,URL_Q=25_FP,0.1
2016,URL_Q=25_FP,0.95
2017,URL_Q=25_FP,0.9
2018,URL_Q=25_FP,0.95
2019,URL_Q=25_FP,0.95
2020,URL_Q=25_FP,0.9
2021,URL_Q=25_FP,0.85
2022,URL_Q=25_FP,0.95
2023,URL_Q=25_FP,0.85
2024,URL_Q=25_FP,0.95
2025,URL_Q=25_FP,0.95
2026,URL_Q=25_FP,1.0
2027,URL_Q=25_FP,0.95
2028,URL_Q=25_FP,0.95
2029,URL_Q=25_FP,0.95
2030,URL_Q=25_FP,0.95
2031,URL_Q=25_FP,0.85
2032,URL_Q=25_FP,0.95
2033,URL_Q=25_FP,0.95
2034,URL_Q=25_FP,0.95
2035,URL_Q=25_FP,0.9
2036,URL_Q=25_FP,0.85
2037,URL_Q=25_FP,0.95
2038,URL_Q=25_FP,0.95
2039,URL_Q=25_FP,0.95
2040,URL_Q=25_FP,0.95
2041,URL_Q=25_FP,0.95
2042,URL_Q=25_FP,0.85
2043,URL_Q=25_FP,0.95
2044,URL_Q=25_FP,0.85
2045,URL_Q=25_FP,0.95
2046,URL_Q=25_FP,0.1
2047,URL_Q=25_FP,0.95
2048,URL_Q=25_FP,0.05
2049,URL_Q=25_FP,0.95
2050,URL_Q=25_FP,0.95
2051,URL_Q=25_FP,0.95
2052,URL_Q=25_FP,0.85
2053,URL_Q=25_FP,0.95
2054,URL_Q=25_FP,0.9
2055,URL_Q=25_FP,0.85
2056,URL_Q=25_FP,0.85
2057,URL_Q=25_FP,0.95
2058,URL_Q=25_FP,0.95
2059,URL_Q=25_FP,0.85
2060,URL_Q=25_FP,0.95
2061,URL_Q=25_FP,0.95
2062,URL_Q=25_FP,0.95
2063,URL_Q=25_FP,0.85
2064,URL_Q=25_FP,0.85
2065,URL_Q=25_FP,0.85
2066,URL_Q=25_FP,0.85
2067,URL_Q=25_FP,0.1
2068,URL_Q=25_FP,0.85
2069,URL_Q=25_FP,0.85
2070,URL_Q=25_FP,0.95
2071,URL_Q=25_FP,0.85
2072,URL_Q=25_FP,0.85
2073,URL_Q=25_FP,0.95
2074,URL_Q=25_FP,0.85
2075,URL_Q=25_FP,0.95
2076,URL_Q=25_FP,0.95
2077,URL_Q=25_FP,1.0
2078,URL_Q=25_FP,0.95
2079,URL_Q=25_FP,0.85
2080,URL_Q=25_FP,0.85
2081,URL_Q=25_FP,0.85
2082,URL_Q=25_FP,0.95
2083,URL_Q=25_FP,0.85
2084,URL_Q=25_FP,0.85
2085,URL_Q=25_FP,0.99
2086,URL_Q=25_FP,0.95
2087,URL_Q=25_FP,0.95
2088,URL_Q=25_FP,0.99
2089,URL_Q=25_FP,0.99
2090,URL_Q=25_FP,0.95
2091,URL_Q=25_FP,0.85
2092,URL_Q=25_FP,0.2
2093,URL_Q=25_FP,0.75
2094,URL_Q=25_FP,0.85
2095,URL_Q=25_FP,0.85
2096,URL_Q=25_FP,0.85
2097,URL_Q=25_FP,0.1
2098,URL_Q=25_FP,0.85
2099,URL_Q=25_FP,0.95
2100,URL_Q=25_FP,0.9
2101,URL_Q=25_FP,0.9
2102,URL_Q=25_FP,0.95
2103,URL_Q=25_FP,0.95
2104,URL_Q=25_FP,0.95
2105,URL_Q=25_FP,0.95
2106,URL_Q=25_FP,0.1
2107,URL_Q=25_FP,0.9
2108,URL_Q=25_FP,0.95
2109,URL_Q=25_FP,0.05
2110,URL_Q=25_FP,0.95
2111,URL_Q=25_FP,0.95
2112,URL_Q=25_FP,0.99
2113,URL_Q=25_FP,0.95
2114,URL_Q=25_FP,0.95
2115,URL_Q=25_FP,0.2
2116,URL_Q=25_FP,0.85
2117,URL_Q=25_FP,0.05
2118,URL_Q=25_FP,0.85
2119,URL_Q=25_FP,0.85
2120,URL_Q=25_FP,0.85
2121,URL_Q=25_FP,0.85
2122,URL_Q=25_FP,0.85
2123,URL_Q=25_FP,0.85
2124,URL_Q=25_FP,0.95
2125,URL_Q=25_FP,0.95
2126,URL_Q=25_FP,1.0
2127,URL_Q=25_FP,0.95
2128,URL_Q=25_FP,0.95
2129,URL_Q=25_FP,0.99
2130,URL_Q=25_FP,1.0
2131,URL_Q=25_FP,0.95
2132,URL_Q=25_FP,0.95
2133,URL_Q=25_FP,0.99
2134,URL_Q=25_FP,0.95
2135,URL_Q=25_FP,0.95
2136,URL_Q=25_FP,0.95
2137,URL_Q=25_FP,0.99
2138,URL_Q=25_FP,1.0
2139,URL_Q=25_FP,0.99
2140,URL_Q=25_FP,0.95
2141,URL_Q=25_FP,0.85
2142,URL_Q=25_FP,0.85
2143,URL_Q=25_FP,0.85
2144,URL_Q=25_FP,0.1
2145,URL_Q=25_FP,0.85
2146,URL_Q=25_FP,0.9
2147,URL_Q=25_FP,0.1
2148,URL_Q=25_FP,0.85
2149,URL_Q=25_FP,0.95
2150,URL_Q=25_FP,0.85
2151,URL_Q=25_FP,0.1
2152,URL_Q=25_FP,0.1
2153,URL_Q=25_FP,0.95
2154,URL_Q=25_FP,0.85
2155,URL_Q=25_FP,0.85
2156,URL_Q=25_FP,0.95
2157,URL_Q=25_FP,0.9
2158,URL_Q=25_FP,0.85
2159,URL_Q=25_FP,0.1
2160,URL_Q=25_FP,0.85
2161,URL_Q=25_FP,0.95
2162,URL_Q=25_FP,0.95
2163,URL_Q=25_FP,1.0
2164,URL_Q=25_FP,0.1
2165,URL_Q=25_FP,0.95
2166,URL_Q=25_FP,0.95
2167,URL_Q=25_FP,1.0
2168,URL_Q=25_FP,0.95
2169,URL_Q=25_FP,0.95
2170,URL_Q=25_FP,0.95
2171,URL_Q=25_FP,0.99
2172,URL_Q=25_FP,0.99
2173,URL_Q=25_FP,0.95
2174,URL_Q=25_FP,0.95
2175,URL_Q=25_FP,0.2
2176,URL_Q=25_FP,0.05
2177,URL_Q=25_FP,0.05
2178,URL_Q=25_FP,0.85
2179,URL_Q=25_FP,0.1
2180,URL_Q=25_FP,0.85
2181,URL_Q=25_FP,0.95
2182,URL_Q=25_FP,0.99
2183,URL_Q=25_FP,1.0
2184,URL_Q=25_FP,0.95
2185,URL_Q=25_FP,1.0
2186,URL_Q=25_FP,0.95
2187,URL_Q=25_FP,0.95
2188,URL_Q=25_FP,0.95
2189,URL_Q=25_FP,0.99
2190,URL_Q=25_FP,0.99
2191,URL_Q=25_FP,0.99
2192,URL_Q=25_FP,1.0
2193,URL_Q=25_FP,0.95
2194,URL_Q=25_FP,0.95
2195,URL_Q=25_FP,1.0
2196,URL_Q=25_FP,0.99
2197,URL_Q=25_FP,0.95
2198,URL_Q=25_FP,0.99
2199,URL_Q=25_FP,0.85
2200,URL_Q=25_FP,0.95
2201,URL_Q=25_FP,0.99
2202,URL_Q=25_FP,0.95
2203,URL_Q=25_FP,0.95
2204,URL_Q=25_FP,0.1
2205,URL_Q=25_FP,0.99
2206,URL_Q=25_FP,0.9
2207,URL_Q=25_FP,0.95
2208,URL_Q=25_FP,0.95
2209,URL_Q=25_FP,0.95
2210,URL_Q=25_FP,0.85
2211,URL_Q=25_FP,0.95
2212,URL_Q=25_FP,0.95
2213,URL_Q=25_FP,0.95
2214,URL_Q=25_FP,0.95
2215,URL_Q=25_FP,1.0
2216,URL_Q=25_FP,0.99
2217,URL_Q=25_FP,0.95
2218,URL_Q=25_FP,0.95
2219,URL_Q=25_FP,0.95
2220,URL_Q=25_FP,0.95
2221,URL_Q=25_FP,0.9
2222,URL_Q=25_FP,0.1
2223,URL_Q=25_FP,0.85
2224,URL_Q=25_FP,0.85
2225,URL_Q=25_FP,0.1
2226,URL_Q=25_FP,0.95
2227,URL_Q=25_FP,0.95
2228,URL_Q=25_FP,0.95
2229,URL_Q=25_FP,0.95
2230,URL_Q=25_FP,0.95
2231,URL_Q=25_FP,0.99
2232,URL_Q=25_FP,0.99
2233,URL_Q=25_FP,0.95
2234,URL_Q=25_FP,0.95
2235,URL_Q=25_FP,0.95
2236,URL_Q=25_FP,0.99
2237,URL_Q=25_FP,0.95
2238,URL_Q=25_FP,0.95
2239,URL_Q=25_FP,0.85
2240,URL_Q=25_FP,0.95
2241,URL_Q=25_FP,0.85
2242,URL_Q=25_FP,0.9
2243,URL_Q=25_FP,0.85
2244,URL_Q=25_FP,0.95
2245,URL_Q=25_FP,0.95
2246,URL_Q=25_FP,0.95
